ID,Likes,Dislikes
062158,743950,590
062159,653489,1577
062160,133245,3280
062161,63426,5210
062162,136354,4020
062163,581232,1029
062164,324362,1278
062165,696585,2237
062166,263195,6295
062167,116509,9945
062168,841920,4915
062169,126354,9888
062170,297023,4248
062171,752765,5450
062172,163587,3805
062173,561757,4838
062174,927357,1128
062175,196168,9544
062176,654593,753
062177,389802,6288
062178,615578,5002
062179,636426,3992
062180,988950,9410
062181,712193,2318
062182,213266,5960
062183,696167,3147
062184,168642,6911
062185,94294,1790
062186,879521,6878
062187,97673,5663
062188,372387,9392
062189,727895,6709
062190,909007,485
062191,782665,1263
062192,378668,1955
062193,662603,2183
062194,576402,9256
062195,237344,8170
062196,643066,6573
062197,297697,1695
062198,700856,2334
062199,61651,187
062200,405376,2658
062201,584035,5706
062202,576174,8973
062203,709061,8991
062204,795164,4847
062205,624549,5505
062206,416719,9397
062207,301227,6825
062208,114552,3700
062209,431689,9101
062210,968430,2057
062211,488386,3166
062212,898656,6669
062213,155005,7753
062214,985228,4550
062215,866690,1360
062216,513724,5279
062217,182024,4865
062218,762827,7118
062219,384169,7832
062220,380940,5513
062221,631721,2524
062222,307744,6936
062223,501610,8017
062224,733021,7404
062225,90567,6987
062226,510864,6559
062227,222817,1511
062228,291564,7362
062229,634957,5683
062230,996624,5976
062231,403592,3065
062232,131966,5834
062233,533766,8500
062234,122521,1722
062235,874835,2694
062236,250265,2277
062237,665293,5934
062238,270708,9235
062239,505326,4671
062240,391190,6121
062241,827778,7525
062242,930897,3154
062243,452194,98
062244,479944,7546
062245,190837,3714
062246,722470,653
062247,701711,422
062248,879430,3809
062249,181004,2372
062250,558342,5948
062251,898301,9840
062252,796030,6458
062253,184110,1778
062254,179736,64
062255,245542,438
062256,158558,2411
062257,202851,2491
062258,440366,1662
062259,828691,2484
062260,142840,440
062261,264416,5542
062262,469487,2885
062263,383482,4101
062264,174987,1496
062265,372205,3797
062266,679758,7094
062267,631529,7931
062268,345989,8866
062269,184809,3645
062270,512646,2980
062271,382676,9692
062272,653302,3704
062273,706838,9270
062274,823598,899
062275,620623,270
062276,45635,5406
062277,651193,5653
062278,69939,1731
062279,818410,8263
062280,598553,8819
062281,547353,3605
062282,750422,9366
062283,561963,2243
062284,718683,6663
062285,946559,7912
062286,200737,8766
062287,276200,1363
062288,194286,3057
062289,866236,554
062290,398478,8730
062291,807652,3958
062292,939986,7516
062293,900276,7404
062294,581841,8505
062295,486029,6481
062296,539414,7066
062297,45842,104
062298,169646,6936
062299,177428,2774
062300,599106,3070
062301,130674,6516
062302,961574,1953
062303,312098,4872
062304,977991,5743
062305,696038,6545
062306,220575,9039
062307,646855,8931
062308,759818,55
062309,603384,8149
062310,63425,7142
062311,297794,2481
062312,139405,7953
062313,871320,282
062314,591558,5542
062315,566428,6952
062316,490851,896
062317,66382,3115
062318,636399,1221
062319,539200,5428
062320,470139,5394
062321,418560,7531
062322,518014,3659
062323,136833,7775
062324,995962,2909
062325,831954,7079
062326,776821,1185
062327,446540,4015
062328,533185,8179
062329,139270,8432
062330,214762,1778
062331,21794,8816
062332,702895,1200
062333,449962,6898
062334,764156,3045
062335,411505,5137
062336,918127,1219
062337,366761,6902
062338,919903,6878
062339,569916,8520
062340,623613,4232
062341,465301,9076
062342,700703,9517
062343,464190,9413
062344,815238,9243
062345,436627,8646
062346,713977,3105
062347,259175,9320
062348,788474,7572
062349,792226,5938
062350,271812,4084
062351,513416,4046
062352,840130,3687
062353,308596,604
062354,707061,6001
062355,940050,5783
062356,163828,2069
062357,563768,9741
062358,713592,2312
062359,454141,51
062360,615671,8898
062361,455857,928
062362,26170,2801
062363,339113,9958
062364,194035,9375
062365,454181,384
062366,872106,4355
062367,837809,169
062368,818254,1198
062369,761849,2419
062370,616056,5000
062371,246242,1516
062372,114228,8227
062373,731235,9725
062374,333794,5026
062375,116864,3813
062376,175541,3590
062377,987007,4153
062378,616475,4880
062379,835251,4698
062380,955588,6774
062381,447202,4639
062382,724689,1672
062383,541165,1100
062384,284232,6871
062385,424281,2510
062386,992313,5038
062387,363706,9195
062388,196004,7825
062389,308853,3660
062390,717782,997
062391,532437,41
062392,499645,1247
062393,313339,6445
062394,225769,525
062395,157322,3176
062396,274231,5301
062397,169707,5187
062398,470087,5175
062399,807695,9231
062400,619655,2460
062401,882624,3659
062402,172530,732
062403,62245,7343
062404,98934,3760
062405,806925,9102
062406,905849,6629
062407,123488,2308
062408,556400,1479
062409,286291,3518
062410,393731,7636
062411,489745,3182
062412,508420,4884
062413,758675,9083
062414,680223,992
062415,851399,7055
062416,112736,8744
062417,729819,9289
062418,907928,3804
062419,548489,9618
062420,643198,5811
062421,523574,4541
062422,498292,4817
062423,393004,3746
062424,283960,5265
062425,860799,1559
062426,281817,1709
062427,242028,4481
062428,685293,394
062429,451341,662
062430,955262,9275
062431,540688,4212
062432,749652,6372
062433,477168,6325
062434,849373,632
062435,378408,773
062436,544437,7425
062437,101661,2498
062438,425389,2816
062439,499718,7954
062440,666683,3995
062441,191857,3567
062442,85732,6198
062443,422942,8531
062444,218779,5292
062445,34472,7158
062446,190149,7345
062447,156889,9860
062448,88423,4692
062449,248510,3394
062450,649392,5743
062451,313,5952
062452,695783,2472
062453,671717,53
062454,463107,8773
062455,391343,2706
062456,84161,6375
062457,61999,5696
062458,673961,6505
062459,325507,850
062460,204738,5168
062461,252148,9762
062462,891022,7281
062463,217197,370
062464,519759,6248
062465,348406,6865
062466,114544,6095
062467,273628,3781
062468,393298,5411
062469,503716,8790
062470,433571,1276
062471,564324,7987
062472,198052,7943
062473,115366,8564
062474,657896,18
062475,391711,3109
062476,20804,8566
062477,618888,8030
062478,907948,2340
062479,851739,4459
062480,323900,1577
062481,671129,5628
062482,31446,7256
062483,449764,7452
062484,10360,7505
062485,64318,8744
062486,522557,3946
062487,424832,105
062488,368004,6795
062489,393416,8710
062490,186537,3303
062491,254503,628
062492,298744,5748
062493,644190,892
062494,498490,3443
062495,235013,3172
062496,19886,5786
062497,874158,9700
062498,982829,5534
062499,658751,4552
062500,348874,9928
062501,416894,5289
062502,899025,9008
062503,810103,2184
062504,449183,3890
062505,420329,2024
062506,23757,5103
062507,702436,956
062508,919422,6332
062509,669143,4834
062510,911530,5352
062511,817730,4736
062512,600600,353
062513,686134,4493
062514,514522,2493
062515,344701,5149
062516,908260,2708
062517,795796,8254
062518,78044,3582
062519,589019,7237
062520,928284,6304
062521,875595,6050
062522,521262,5263
062523,821432,5601
062524,818865,152
062525,712488,1803
062526,578182,7787
062527,147316,5469
062528,239211,26
062529,646251,8189
062530,840639,6115
062531,89278,9729
062532,135086,8433
062533,855085,3334
062534,825423,7781
062535,914273,4957
062536,684750,404
062537,158495,223
062538,523753,6439
062539,168370,4682
062540,106063,374
062541,984304,8741
062542,799776,6747
062543,258403,8008
062544,177676,3603
062545,480088,8754
062546,859183,9100
062547,876056,3046
062548,349728,975
062549,213352,9582
062550,54638,1987
062551,850004,6825
062552,822145,1833
062553,38481,7945
062554,469690,7325
062555,138947,8090
062556,896407,7923
062557,690865,2730
062558,525703,8235
062559,56107,4801
062560,824872,9831
062561,604414,2395
062562,302760,4451
062563,892040,4937
062564,627776,1035
062565,324451,8732
062566,510066,4012
062567,59649,7141
062568,646819,578
062569,451020,6615
062570,850281,1992
062571,949756,9966
062572,716555,4326
062573,753931,5902
062574,906662,7421
062575,551480,6495
062576,268858,3652
062577,965077,534
062578,242523,4929
062579,747015,6787
062580,956891,2825
062581,236700,8869
062582,904164,4437
062583,937457,8672
062584,714493,9762
062585,957513,4470
062586,954114,4994
062587,450796,7026
062588,960382,4879
062589,855752,3289
062590,709506,6557
062591,918758,8544
062592,631352,1391
062593,715824,8174
062594,880068,494
062595,986695,7694
062596,634695,5261
062597,528297,1150
062598,202436,3520
062599,498111,8556
062600,132895,4463
062601,169888,6483
062602,503753,1741
062603,441043,2254
062604,592823,5593
062605,287132,281
062606,773066,3752
062607,137710,8603
062608,471418,3125
062609,824151,42
062610,176753,7446
062611,775049,402
062612,919343,6620
062613,77673,4016
062614,58888,6309
062615,230790,7410
062616,277861,7375
062617,66713,7159
062618,655232,7481
062619,925534,582
062620,373709,9238
062621,420249,5570
062622,145283,2172
062623,367208,6421
062624,100891,9100
062625,377029,1300
062626,101054,532
062627,10535,808
062628,688105,8591
062629,781251,5249
062630,231337,9773
062631,574469,6312
062632,871923,2839
062633,741231,2648
062634,843983,9485
062635,383447,2727
062636,416443,7736
062637,796083,8811
062638,380771,3715
062639,274705,6151
062640,475916,810
062641,721908,7932
062642,595906,9395
062643,413806,4710
062644,743344,5194
062645,124949,1419
062646,903061,2149
062647,178998,1913
062648,428547,1474
062649,170262,2267
062650,972044,9731
062651,596951,4230
062652,212308,1272
062653,117680,6133
062654,997486,7690
062655,265770,4417
062656,393185,2798
062657,712444,9459
062658,633657,971
062659,418929,5853
062660,844917,9551
062661,278982,2769
062662,75970,1703
062663,772398,9040
062664,589379,6769
062665,892233,6697
062666,394481,5415
062667,614258,8258
062668,398687,7407
062669,447679,5479
062670,581352,7196
062671,194366,7839
062672,878456,3492
062673,734822,1335
062674,288059,6250
062675,753480,6274
062676,117498,8481
062677,510036,3885
062678,734428,8923
062679,113129,2824
062680,369745,1690
062681,460818,8261
062682,470397,5301
062683,831941,846
062684,148552,5119
062685,956590,9128
062686,858834,5016
062687,438663,1133
062688,331432,4213
062689,384157,1937
062690,101168,9071
062691,118096,1132
062692,596886,626
062693,274284,8240
062694,777062,28
062695,672264,7164
062696,564009,8644
062697,423176,9592
062698,159301,2153
062699,364179,1663
062700,693635,7255
062701,944180,224
062702,772776,9387
062703,26221,4522
062704,192203,7256
062705,195283,4748
062706,163868,6131
062707,871205,9389
062708,228762,115
062709,736557,6352
062710,360009,9315
062711,344660,1301
062712,928581,1668
062713,827988,2043
062714,564886,811
062715,277412,207
062716,487732,9346
062717,166611,3449
062718,850692,9565
062719,610859,2611
062720,723454,6272
062721,827077,2676
062722,699536,5213
062723,138193,9325
062724,556009,7815
062725,330985,1337
062726,844710,3656
062727,386663,2968
062728,223498,1411
062729,12139,1916
062730,304720,7417
062731,119383,3181
062732,528717,1812
062733,461201,2266
062734,570533,9166
062735,837366,623
062736,220915,2078
062737,459467,6080
062738,210552,6551
062739,840743,5114
062740,991566,1907
062741,56662,6922
062742,275719,4598
062743,430893,7229
062744,566063,7654
062745,891269,2735
062746,141299,1768
062747,966771,1146
062748,348590,633
062749,622959,8339
062750,707153,3499
062751,912789,7403
062752,483041,1620
062753,517723,6249
062754,819091,7249
062755,662636,3029
062756,766653,3270
062757,754962,1282
062758,314770,9765
062759,858709,1924
062760,882306,9707
062761,207941,1790
062762,553934,5006
062763,138352,4209
062764,365455,4443
062765,627375,8275
062766,569566,6852
062767,788921,3630
062768,370313,7098
062769,788703,3445
062770,410597,406
062771,848142,1550
062772,348762,2662
062773,451575,1237
062774,839327,4029
062775,157575,8302
062776,467671,2094
062777,611123,4636
062778,523172,5019
062779,153161,989
062780,521112,5430
062781,990096,3536
062782,656834,9677
062783,811225,7084
062784,670870,2115
062785,166451,7442
062786,388529,7351
062787,563414,9487
062788,366599,4921
062789,619266,102
062790,603635,8653
062791,27166,670
062792,173709,4809
062793,316917,5018
062794,182370,9810
062795,629456,4691
062796,377283,6093
062797,465363,4725
062798,660106,5014
062799,422201,3134
062800,104611,40
062801,231814,1599
062802,706602,2733
062803,713882,8621
062804,319609,2526
062805,914173,9853
062806,546642,6598
062807,605816,2173
062808,906085,2440
062809,468128,1188
062810,995156,3032
062811,593110,6573
062812,363039,9298
062813,206148,4948
062814,18992,1414
062815,265150,532
062816,410160,7511
062817,436416,8586
062818,164276,6815
062819,572346,7096
062820,192213,1718
062821,701108,3392
062822,668019,9088
062823,100406,4557
062824,5238,9719
062825,612966,9375
062826,102296,6103
062827,679560,6390
062828,578577,9924
062829,588628,1558
062830,648196,5577
062831,372655,6049
062832,538034,2075
062833,851215,7035
062834,748331,8665
062835,268266,9369
062836,298009,1072
062837,878516,3172
062838,706975,9063
062839,40312,537
062840,800272,1444
062841,429626,1930
062842,360116,2555
062843,257516,7321
062844,733529,3193
062845,404972,6308
062846,570101,8179
062847,574210,7241
062848,575118,5810
062849,609068,4948
062850,206161,4371
062851,771393,3678
062852,671625,4383
062853,979668,4916
062854,261831,6043
062855,979989,1493
062856,376040,5392
062857,198969,9239
062858,2709,6404
062859,43869,118
062860,922705,9618
062861,628556,3338
062862,644687,8188
062863,509656,1011
062864,986876,4125
062865,104625,2653
062866,228139,5772
062867,296476,3238
062868,527738,6598
062869,455209,7140
062870,875541,8177
062871,884776,5921
062872,686130,3080
062873,918950,1780
062874,393139,2490
062875,542607,1165
062876,220577,1753
062877,105279,7772
062878,115925,6055
062879,123452,9590
062880,408823,3732
062881,642777,8205
062882,946145,7708
062883,499676,7317
062884,762518,9310
062885,475117,5366
062886,505905,2312
062887,144912,4580
062888,260471,2879
062889,346112,4413
062890,88630,55
062891,453770,9746
062892,856827,7278
062893,29727,2816
062894,464709,6900
062895,396482,90
062896,503532,7691
062897,250341,1063
062898,119457,8245
062899,629068,6396
062900,793843,9495
062901,191578,6190
062902,574380,1784
062903,807973,4253
062904,138105,8543
062905,239596,7338
062906,177006,8908
062907,883440,3211
062908,867059,9698
062909,872570,5362
062910,683167,7168
062911,714478,2535
062912,350163,7699
062913,113418,1844
062914,653403,4735
062915,32200,3643
062916,239309,5517
062917,695401,9778
062918,978014,756
062919,702233,4508
062920,348897,1826
062921,122779,3624
062922,759771,374
062923,373022,1236
062924,580361,2851
062925,373827,3132
062926,89814,2406
062927,198160,7321
062928,577478,5403
062929,394562,1294
062930,700825,5101
062931,582613,199
062932,319756,7855
062933,430626,3794
062934,705817,5288
062935,202082,8703
062936,964094,2704
062937,770483,2797
062938,226242,5906
062939,8885,4692
062940,329621,2734
062941,818530,6969
062942,772011,1186
062943,531521,909
062944,309592,517
062945,150167,1718
062946,799120,2877
062947,86789,3816
062948,536642,7260
062949,805389,5811
062950,978814,8649
062951,917166,3341
062952,587886,1946
062953,510944,9054
062954,284468,8033
062955,947312,933
062956,577532,4467
062957,523536,9965
062958,124179,3780
062959,998698,5253
062960,863171,9475
062961,538819,6858
062962,990722,8264
062963,644169,47
062964,143671,922
062965,73696,4642
062966,674236,6164
062967,988364,2812
062968,993960,5628
062969,557008,6693
062970,92031,388
062971,320645,7784
062972,783258,3836
062973,676661,5128
062974,410700,1102
062975,746312,8230
062976,959541,2905
062977,17793,7230
062978,568491,9618
062979,646048,8259
062980,803782,4113
062981,677498,624
062982,350869,541
062983,807775,6763
062984,210376,2237
062985,877540,8127
062986,951846,3339
062987,748055,356
062988,273065,5517
062989,636066,3050
062990,9462,5499
062991,673164,2811
062992,534517,5540
062993,948393,6809
062994,787102,8412
062995,778360,8373
062996,388988,8212
062997,319784,7124
062998,576312,5210
062999,276297,8934
063000,585934,7658
063001,282150,3229
063002,254801,9484
063003,257503,2405
063004,192524,8621
063005,995168,805
063006,273875,875
063007,435078,7455
063008,522912,5444
063009,755187,5004
063010,481726,3383
063011,45818,3913
063012,427296,228
063013,678674,3279
063014,127805,7644
063015,995477,6791
063016,731432,3134
063017,835574,9889
063018,502585,934
063019,980876,8137
063020,67834,125
063021,9995,7861
063022,3498,7611
063023,17606,448
063024,595555,5605
063025,246878,7075
063026,205550,6636
063027,662641,996
063028,485261,5022
063029,103642,8855
063030,676007,9435
063031,489106,3810
063032,566396,1308
063033,158289,5633
063034,50617,8966
063035,248684,2277
063036,84134,5615
063037,137318,9840
063038,834150,818
063039,988372,9008
063040,860836,4251
063041,326301,3706
063042,799841,2311
063043,235944,2934
063044,306451,4359
063045,538832,9907
063046,455538,5719
063047,907176,8703
063048,336368,9705
063049,712862,5003
063050,297913,8860
063051,313720,3590
063052,257347,9824
063053,691764,3688
063054,286234,7824
063055,298708,7324
063056,175861,7067
063057,428071,6061
063058,937125,1445
063059,163281,4342
063060,817428,4040
063061,778254,4787
063062,399000,196
063063,870257,1830
063064,804961,7039
063065,742391,7894
063066,855867,4211
063067,121911,8150
063068,759113,6579
063069,425620,5064
063070,638072,200
063071,700137,9366
063072,192369,9824
063073,363608,1770
063074,432528,551
063075,671151,5957
063076,820604,9543
063077,309882,7473
063078,917666,1728
063079,632391,4449
063080,336179,678
063081,278065,9037
063082,892909,4866
063083,47627,1774
063084,148634,70
063085,367572,2185
063086,25514,8279
063087,539736,6558
063088,112257,491
063089,225712,8471
063090,874179,3964
063091,262898,6424
063092,788202,6254
063093,198864,3828
063094,353514,1198
063095,873189,5518
063096,788856,1316
063097,370864,5874
063098,209972,1813
063099,540013,3678
063100,130667,4186
063101,328941,1398
063102,967179,9739
063103,967218,2079
063104,924100,8895
063105,844930,6194
063106,182392,9873
063107,793017,8246
063108,459323,1775
063109,991436,7240
063110,175931,1230
063111,620783,8427
063112,824201,9881
063113,433310,963
063114,685225,8598
063115,126161,4653
063116,345437,4198
063117,607945,1560
063118,900168,9532
063119,225628,5123
063120,600936,3518
063121,831419,8667
063122,667474,4938
063123,627292,58
063124,344521,4128
063125,651045,8636
063126,123308,4184
063127,336972,7351
063128,774186,8131
063129,423733,9448
063130,144717,2820
063131,122585,6534
063132,353790,2828
063133,791372,6657
063134,740811,4265
063135,912697,1034
063136,189552,9736
063137,671871,2993
063138,550015,7612
063139,383146,6984
063140,91749,7292
063141,327269,3125
063142,294980,3410
063143,704685,4375
063144,657080,6575
063145,373492,61
063146,692451,4383
063147,598296,3701
063148,516745,7763
063149,894441,3334
063150,866073,8039
063151,857628,6781
063152,926243,6266
063153,309015,1914
063154,231905,650
063155,959750,1750
063156,79110,2182
063157,223592,4429
063158,950090,9788
063159,729331,8642
063160,957133,8613
063161,949368,6891
063162,52771,2215
063163,935024,515
063164,225153,6804
063165,153432,5536
063166,156538,278
063167,70987,7604
063168,265577,5801
063169,661684,261
063170,638900,6742
063171,291781,3071
063172,817512,3248
063173,996681,2400
063174,625059,2819
063175,559614,9394
063176,157157,641
063177,495710,9117
063178,470250,5604
063179,923205,382
063180,269272,7010
063181,12607,5385
063182,826988,7217
063183,191827,7719
063184,947437,1175
063185,734562,8514
063186,144753,3032
063187,621629,6192
063188,529889,578
063189,296669,6924
063190,40338,8450
063191,17700,1279
063192,165981,8735
063193,404915,4793
063194,474285,7727
063195,713407,1822
063196,568127,7506
063197,601327,112
063198,951947,4370
063199,230378,2332
063200,54997,443
063201,27935,6766
063202,148817,143
063203,95303,4642
063204,748522,6849
063205,727430,6722
063206,713081,4511
063207,487689,6050
063208,395689,6631
063209,516371,2271
063210,113564,4686
063211,830746,6836
063212,594168,3156
063213,432296,7572
063214,650476,694
063215,119665,7180
063216,22952,6927
063217,280337,3021
063218,564429,4264
063219,91023,7686
063220,241481,7894
063221,192619,2281
063222,556761,6072
063223,587939,7772
063224,987518,1606
063225,747950,2758
063226,795730,710
063227,713570,9251
063228,574313,2002
063229,330379,6335
063230,299251,7942
063231,603428,3388
063232,356885,2594
063233,271271,7260
063234,62531,2432
063235,417353,8333
063236,147716,9556
063237,687119,779
063238,690501,3102
063239,569900,6201
063240,358032,520
063241,875009,7919
063242,844155,116
063243,439810,2182
063244,874858,567
063245,950936,5308
063246,395520,4167
063247,831684,6563
063248,59266,6477
063249,162185,5196
063250,148465,3700
063251,212419,8305
063252,810549,3630
063253,619178,7508
063254,689686,5383
063255,565415,1371
063256,565630,1645
063257,492753,1098
063258,658427,6399
063259,424743,7627
063260,108590,8262
063261,433720,2879
063262,14274,5460
063263,353935,7929
063264,469107,4139
063265,426873,248
063266,750645,2216
063267,707150,8732
063268,245533,4638
063269,830150,709
063270,687215,3485
063271,249947,4930
063272,370747,2631
063273,952514,1627
063274,892526,2664
063275,97985,7099
063276,62547,531
063277,52505,8878
063278,19575,5407
063279,435029,1514
063280,56351,9653
063281,351691,339
063282,73128,7199
063283,314550,7580
063284,735380,8234
063285,352282,1978
063286,314909,5422
063287,451188,5139
063288,184497,7041
063289,5525,6731
063290,93247,4463
063291,870789,7150
063292,664639,6796
063293,122214,1544
063294,392079,2707
063295,374753,2286
063296,152569,5787
063297,805638,696
063298,193067,9278
063299,179650,7366
063300,252702,9023
063301,226384,5389
063302,298789,8311
063303,227401,962
063304,577524,4924
063305,319924,6423
063306,353112,7533
063307,900377,3666
063308,652370,4378
063309,328731,4037
063310,93508,6629
063311,730798,8959
063312,221606,3803
063313,960910,4666
063314,138838,3313
063315,65384,254
063316,564256,2993
063317,413407,4487
063318,583324,5185
063319,436495,2298
063320,352457,7053
063321,126962,5219
063322,981630,2752
063323,219691,6221
063324,491594,6092
063325,885409,4399
063326,631684,3325
063327,952252,8326
063328,566357,1611
063329,484731,3504
063330,450667,8533
063331,375101,3110
063332,906634,6421
063333,248287,7558
063334,767268,8636
063335,884000,5665
063336,316507,3100
063337,931951,1374
063338,994099,9627
063339,185223,4143
063340,267072,2297
063341,909913,6767
063342,839791,9338
063343,522500,3077
063344,94183,6448
063345,741571,3850
063346,156697,4932
063347,871291,7126
063348,274702,5110
063349,656673,954
063350,84838,8497
063351,922946,371
063352,725248,419
063353,41224,102
063354,244121,3192
063355,570975,2675
063356,440971,4796
063357,6426,1156
063358,125649,5882
063359,526908,7155
063360,283340,9999
063361,267707,2224
063362,821471,8384
063363,22493,7820
063364,27457,688
063365,329163,518
063366,858115,9120
063367,6581,3212
063368,135887,9991
063369,466599,1629
063370,855313,9513
063371,350253,8079
063372,459176,8543
063373,346139,9230
063374,511106,8659
063375,796540,1745
063376,449610,1341
063377,523463,8410
063378,510291,8321
063379,926567,1847
063380,872564,4434
063381,963762,5736
063382,472785,5577
063383,156248,226
063384,113238,3718
063385,356261,8465
063386,296037,9433
063387,380967,5674
063388,317700,6165
063389,101444,6784
063390,156075,2814
063391,388582,5196
063392,32632,7010
063393,375285,4069
063394,210965,417
063395,870879,2432
063396,992857,393
063397,57279,9929
063398,867698,3192
063399,704768,4499
063400,87680,4408
063401,744015,7270
063402,96684,6913
063403,571090,2966
063404,228340,1827
063405,30384,3112
063406,823333,5827
063407,509480,9439
063408,168396,4746
063409,149902,3619
063410,614176,759
063411,554965,1216
063412,360546,1972
063413,297982,6789
063414,890939,8181
063415,436149,6763
063416,153838,8751
063417,393963,2443
063418,354079,4487
063419,763123,6336
063420,156653,7351
063421,269542,2494
063422,481913,1904
063423,684444,4309
063424,608698,8784
063425,70967,1670
063426,317300,9640
063427,567636,2736
063428,500979,5365
063429,220743,5082
063430,754591,5863
063431,796592,2036
063432,423996,3785
063433,429145,6526
063434,293234,3568
063435,890312,7556
063436,567146,7978
063437,321960,4744
063438,406884,6104
063439,474300,6424
063440,670052,3928
063441,13014,4241
063442,197582,5208
063443,791815,3688
063444,976914,6326
063445,987165,2403
063446,769374,5793
063447,457892,3024
063448,64658,2886
063449,627645,2875
063450,943551,6569
063451,258110,5038
063452,639276,111
063453,929066,7801
063454,266550,8811
063455,795910,2167
063456,901028,3880
063457,786507,2975
063458,857463,238
063459,706896,2110
063460,565386,5773
063461,824726,9983
063462,685208,6926
063463,367010,716
063464,436136,5962
063465,358864,3869
063466,667209,9221
063467,680907,7375
063468,749677,7328
063469,122788,435
063470,507713,3248
063471,918740,4653
063472,743058,2756
063473,971727,8605
063474,71592,8958
063475,228130,8018
063476,858143,4572
063477,139357,8195
063478,188098,5712
063479,44338,9625
063480,728010,7757
063481,320967,5209
063482,200211,4965
063483,243973,8220
063484,914645,1590
063485,953200,2694
063486,85385,2134
063487,904528,559
063488,985,7974
063489,899727,5038
063490,446557,4112
063491,642490,4412
063492,781315,4255
063493,425466,5046
063494,643743,7834
063495,547688,1630
063496,600795,1449
063497,64168,4738
063498,411041,5203
063499,529374,3917
063500,310742,7133
063501,767789,528
063502,561629,3562
063503,406435,8682
063504,137987,4968
063505,270776,3726
063506,322541,7262
063507,11565,9297
063508,684396,1169
063509,377870,2045
063510,392721,9033
063511,518803,9477
063512,946255,5802
063513,687254,6342
063514,70206,9730
063515,421675,9479
063516,827751,5654
063517,207327,4
063518,830042,4183
063519,139511,3750
063520,299241,7555
063521,221372,2373
063522,149447,1952
063523,546415,9283
063524,472943,2123
063525,183558,6757
063526,615115,6225
063527,810222,6323
063528,407115,765
063529,884850,238
063530,722991,2497
063531,459488,7592
063532,977869,2359
063533,496787,372
063534,967771,8836
063535,868974,678
063536,392906,7032
063537,642869,4444
063538,408065,8448
063539,688134,2393
063540,283457,4409
063541,333529,7824
063542,584891,5523
063543,400752,8893
063544,380152,4031
063545,377830,1187
063546,970273,8546
063547,479112,2621
063548,876763,5965
063549,619477,7798
063550,522854,4816
063551,937537,6764
063552,182819,3770
063553,790216,5077
063554,203950,4681
063555,190922,5573
063556,383394,1760
063557,125844,3882
063558,403439,1636
063559,749860,9560
063560,602490,3257
063561,723389,2134
063562,620749,5610
063563,713907,1937
063564,65926,9924
063565,225545,1619
063566,151451,6875
063567,264293,1233
063568,981917,1619
063569,793357,7741
063570,730451,6150
063571,447702,5046
063572,965519,8105
063573,865961,5196
063574,669964,8901
063575,844542,8472
063576,453041,7605
063577,274284,2262
063578,262357,5331
063579,713451,6738
063580,82481,9873
063581,713796,1959
063582,401337,2082
063583,661803,8619
063584,246147,6427
063585,835499,9927
063586,689104,2678
063587,590440,1638
063588,149026,6321
063589,541937,8099
063590,925888,6020
063591,92751,6232
063592,651678,6318
063593,541402,6380
063594,720309,1078
063595,643979,4104
063596,715257,2998
063597,449092,4451
063598,303605,1638
063599,922854,8053
063600,67145,5494
063601,998979,3459
063602,225920,7109
063603,518985,2608
063604,186221,3454
063605,147554,6400
063606,44036,5278
063607,627030,3804
063608,550538,8453
063609,249562,1353
063610,441502,225
063611,608411,8170
063612,658738,654
063613,174311,9425
063614,400846,3369
063615,231319,3159
063616,415752,5292
063617,825402,5597
063618,682902,7267
063619,915467,6407
063620,658490,3858
063621,692877,4839
063622,145167,7808
063623,880658,4906
063624,644371,5916
063625,175283,6013
063626,629480,5319
063627,872331,819
063628,271820,2941
063629,732903,2216
063630,214506,8744
063631,672097,9730
063632,70890,188
063633,713571,1620
063634,70977,6947
063635,951662,1923
063636,436208,1311
063637,781067,4006
063638,366337,8466
063639,712029,2024
063640,351663,853
063641,59622,8038
063642,163246,2993
063643,900026,2887
063644,44685,2344
063645,761815,8084
063646,842281,7109
063647,920966,9762
063648,362945,330
063649,876279,2899
063650,266415,8499
063651,278249,9019
063652,495680,9778
063653,813826,629
063654,938964,4509
063655,389839,3996
063656,144704,6958
063657,383795,802
063658,254361,3363
063659,504197,6053
063660,636438,5577
063661,136313,6706
063662,163678,7712
063663,281541,120
063664,38285,6781
063665,559718,6063
063666,70463,8421
063667,94438,9699
063668,725702,2760
063669,700279,1851
063670,914414,2071
063671,892295,212
063672,693747,3579
063673,297311,5515
063674,882719,5283
063675,78580,6803
063676,26058,2496
063677,147211,3809
063678,876600,2507
063679,405642,9192
063680,794092,2257
063681,900471,1700
063682,211061,743
063683,352264,3747
063684,890878,2351
063685,273070,6126
063686,132124,8908
063687,614107,4580
063688,135146,6184
063689,353292,5770
063690,991888,9066
063691,669181,2642
063692,387977,2661
063693,293044,1317
063694,140910,4000
063695,258741,2971
063696,113618,2780
063697,231669,2109
063698,84031,3814
063699,256604,8153
063700,77027,7279
063701,497845,3211
063702,672260,4997
063703,803268,780
063704,924071,3698
063705,392023,4675
063706,117841,8696
063707,145427,1251
063708,480034,4080
063709,121292,5212
063710,291249,2357
063711,179106,2946
063712,819371,7099
063713,577254,2182
063714,812343,1160
063715,624256,2082
063716,914912,5308
063717,422375,8328
063718,354021,5821
063719,221642,4070
063720,578209,5249
063721,978901,9312
063722,875421,947
063723,174628,6823
063724,426134,8264
063725,83911,8632
063726,759375,9685
063727,761273,3063
063728,501374,5889
063729,540330,5078
